Year,State,Commodity,Criteria,Value
2014,NORTH DAKOTA,CORN,ACRES PLANTED,2800000
2013,NORTH DAKOTA,CORN,ACRES PLANTED,3850000
2012,NORTH DAKOTA,CORN,ACRES PLANTED,3640000
2011,NORTH DAKOTA,CORN,ACRES PLANTED,2230000
2010,NORTH DAKOTA,CORN,ACRES PLANTED,2050000
2009,NORTH DAKOTA,CORN,ACRES PLANTED,1950000
2008,NORTH DAKOTA,CORN,ACRES PLANTED,2550000
2007,NORTH DAKOTA,CORN,ACRES PLANTED,2560000
2006,NORTH DAKOTA,CORN,ACRES PLANTED,1690000
2005,NORTH DAKOTA,CORN,ACRES PLANTED,1410000
2004,NORTH DAKOTA,CORN,ACRES PLANTED,1800000
2003,NORTH DAKOTA,CORN,ACRES PLANTED,1450000
2002,NORTH DAKOTA,CORN,ACRES PLANTED,1230000
2001,NORTH DAKOTA,CORN,ACRES PLANTED,880000
2000,NORTH DAKOTA,CORN,ACRES PLANTED,1080000
2015,OHIO,CORN,ACRES PLANTED,3550000
2014,OHIO,CORN,ACRES PLANTED,3700000
2013,OHIO,CORN,ACRES PLANTED,3900000
2012,OHIO,CORN,ACRES PLANTED,3900000
2011,OHIO,CORN,ACRES PLANTED,3400000
2010,OHIO,CORN,ACRES PLANTED,3450000
2009,OHIO,CORN,ACRES PLANTED,3350000
2008,OHIO,CORN,ACRES PLANTED,3300000
2007,OHIO,CORN,ACRES PLANTED,3850000
2006,OHIO,CORN,ACRES PLANTED,3150000
2005,OHIO,CORN,ACRES PLANTED,3450000
2004,OHIO,CORN,ACRES PLANTED,3350000
2003,OHIO,CORN,ACRES PLANTED,3300000
2002,OHIO,CORN,ACRES PLANTED,3250000
2001,OHIO,CORN,ACRES PLANTED,3400000
2000,OHIO,CORN,ACRES PLANTED,3550000
2015,OKLAHOMA,CORN,ACRES PLANTED,310000
2014,OKLAHOMA,CORN,ACRES PLANTED,320000
2013,OKLAHOMA,CORN,ACRES PLANTED,370000
2012,OKLAHOMA,CORN,ACRES PLANTED,360000
2011,OKLAHOMA,CORN,ACRES PLANTED,380000
2010,OKLAHOMA,CORN,ACRES PLANTED,370000
2009,OKLAHOMA,CORN,ACRES PLANTED,390000
2008,OKLAHOMA,CORN,ACRES PLANTED,370000
2007,OKLAHOMA,CORN,ACRES PLANTED,320000
2006,OKLAHOMA,CORN,ACRES PLANTED,270000
2005,OKLAHOMA,CORN,ACRES PLANTED,290000
2004,OKLAHOMA,CORN,ACRES PLANTED,250000
2003,OKLAHOMA,CORN,ACRES PLANTED,230000
2002,OKLAHOMA,CORN,ACRES PLANTED,240000
2001,OKLAHOMA,CORN,ACRES PLANTED,250000
2000,OKLAHOMA,CORN,ACRES PLANTED,270000
2015,OREGON,CORN,ACRES PLANTED,65000
2014,OREGON,CORN,ACRES PLANTED,80000
2013,OREGON,CORN,ACRES PLANTED,80000
2012,OREGON,CORN,ACRES PLANTED,85000
2011,OREGON,CORN,ACRES PLANTED,83000
2010,OREGON,CORN,ACRES PLANTED,70000
2009,OREGON,CORN,ACRES PLANTED,60000
2008,OREGON,CORN,ACRES PLANTED,60000
2007,OREGON,CORN,ACRES PLANTED,60000
2006,OREGON,CORN,ACRES PLANTED,51000
2005,OREGON,CORN,ACRES PLANTED,53000
2004,OREGON,CORN,ACRES PLANTED,58000
2003,OREGON,CORN,ACRES PLANTED,51000
2002,OREGON,CORN,ACRES PLANTED,48000
2001,OREGON,CORN,ACRES PLANTED,45000
2000,OREGON,CORN,ACRES PLANTED,55000
2015,OTHER STATES,CORN,ACRES PLANTED,0
2015,PENNSYLVANIA,CORN,ACRES PLANTED,1340000
2014,PENNSYLVANIA,CORN,ACRES PLANTED,1460000
2013,PENNSYLVANIA,CORN,ACRES PLANTED,1480000
2012,PENNSYLVANIA,CORN,ACRES PLANTED,1460000
2011,PENNSYLVANIA,CORN,ACRES PLANTED,1420000
2010,PENNSYLVANIA,CORN,ACRES PLANTED,1350000
2009,PENNSYLVANIA,CORN,ACRES PLANTED,1350000
2008,PENNSYLVANIA,CORN,ACRES PLANTED,1350000
2007,PENNSYLVANIA,CORN,ACRES PLANTED,1430000
2006,PENNSYLVANIA,CORN,ACRES PLANTED,1350000
2005,PENNSYLVANIA,CORN,ACRES PLANTED,1350000
2004,PENNSYLVANIA,CORN,ACRES PLANTED,1400000
2003,PENNSYLVANIA,CORN,ACRES PLANTED,1450000
2002,PENNSYLVANIA,CORN,ACRES PLANTED,1400000
2001,PENNSYLVANIA,CORN,ACRES PLANTED,1450000
2000,PENNSYLVANIA,CORN,ACRES PLANTED,1550000
2015,RHODE ISLAND,CORN,ACRES PLANTED,2000
2014,RHODE ISLAND,CORN,ACRES PLANTED,2000
2013,RHODE ISLAND,CORN,ACRES PLANTED,2000
2012,RHODE ISLAND,CORN,ACRES PLANTED,2000
2011,RHODE ISLAND,CORN,ACRES PLANTED,2000
2010,RHODE ISLAND,CORN,ACRES PLANTED,2000
2009,RHODE ISLAND,CORN,ACRES PLANTED,2000
2008,RHODE ISLAND,CORN,ACRES PLANTED,2000
2007,RHODE ISLAND,CORN,ACRES PLANTED,2000
2006,RHODE ISLAND,CORN,ACRES PLANTED,2000
2005,RHODE ISLAND,CORN,ACRES PLANTED,2000
2004,RHODE ISLAND,CORN,ACRES PLANTED,2000
2003,RHODE ISLAND,CORN,ACRES PLANTED,2000
2002,RHODE ISLAND,CORN,ACRES PLANTED,2000
2001,RHODE ISLAND,CORN,ACRES PLANTED,2000
2000,RHODE ISLAND,CORN,ACRES PLANTED,2000
2015,SOUTH CAROLINA,CORN,ACRES PLANTED,295000
2014,SOUTH CAROLINA,CORN,ACRES PLANTED,295000
2013,SOUTH CAROLINA,CORN,ACRES PLANTED,350000
2012,SOUTH CAROLINA,CORN,ACRES PLANTED,330000
2011,SOUTH CAROLINA,CORN,ACRES PLANTED,360000
2010,SOUTH CAROLINA,CORN,ACRES PLANTED,350000
2009,SOUTH CAROLINA,CORN,ACRES PLANTED,335000
2008,SOUTH CAROLINA,CORN,ACRES PLANTED,355000
2007,SOUTH CAROLINA,CORN,ACRES PLANTED,400000
2006,SOUTH CAROLINA,CORN,ACRES PLANTED,310000
2005,SOUTH CAROLINA,CORN,ACRES PLANTED,300000
2004,SOUTH CAROLINA,CORN,ACRES PLANTED,315000
2003,SOUTH CAROLINA,CORN,ACRES PLANTED,240000
2002,SOUTH CAROLINA,CORN,ACRES PLANTED,320000
2001,SOUTH CAROLINA,CORN,ACRES PLANTED,260000
2000,SOUTH CAROLINA,CORN,ACRES PLANTED,310000
2015,SOUTH DAKOTA,CORN,ACRES PLANTED,5400000
2014,SOUTH DAKOTA,CORN,ACRES PLANTED,5800000
2013,SOUTH DAKOTA,CORN,ACRES PLANTED,6200000
2012,SOUTH DAKOTA,CORN,ACRES PLANTED,6150000
2011,SOUTH DAKOTA,CORN,ACRES PLANTED,5200000
2010,SOUTH DAKOTA,CORN,ACRES PLANTED,4550000
2009,SOUTH DAKOTA,CORN,ACRES PLANTED,5000000
2008,SOUTH DAKOTA,CORN,ACRES PLANTED,4750000
2007,SOUTH DAKOTA,CORN,ACRES PLANTED,4950000
2006,SOUTH DAKOTA,CORN,ACRES PLANTED,4500000
2005,SOUTH DAKOTA,CORN,ACRES PLANTED,4450000
2004,SOUTH DAKOTA,CORN,ACRES PLANTED,4650000
2003,SOUTH DAKOTA,CORN,ACRES PLANTED,4400000
2002,SOUTH DAKOTA,CORN,ACRES PLANTED,4450000
2001,SOUTH DAKOTA,CORN,ACRES PLANTED,3800000
2000,SOUTH DAKOTA,CORN,ACRES PLANTED,4300000
2015,TENNESSEE,CORN,ACRES PLANTED,780000
2014,TENNESSEE,CORN,ACRES PLANTED,920000
2013,TENNESSEE,CORN,ACRES PLANTED,890000
2012,TENNESSEE,CORN,ACRES PLANTED,1040000
2011,TENNESSEE,CORN,ACRES PLANTED,790000
2010,TENNESSEE,CORN,ACRES PLANTED,710000
2009,TENNESSEE,CORN,ACRES PLANTED,670000
2008,TENNESSEE,CORN,ACRES PLANTED,690000
2007,TENNESSEE,CORN,ACRES PLANTED,860000
2006,TENNESSEE,CORN,ACRES PLANTED,550000
2005,TENNESSEE,CORN,ACRES PLANTED,650000
2004,TENNESSEE,CORN,ACRES PLANTED,680000
2003,TENNESSEE,CORN,ACRES PLANTED,710000
2002,TENNESSEE,CORN,ACRES PLANTED,690000
2001,TENNESSEE,CORN,ACRES PLANTED,680000
2000,TENNESSEE,CORN,ACRES PLANTED,650000
2015,TEXAS,CORN,ACRES PLANTED,2300000
2014,TEXAS,CORN,ACRES PLANTED,2250000
2013,TEXAS,CORN,ACRES PLANTED,2350000
2012,TEXAS,CORN,ACRES PLANTED,1850000
2011,TEXAS,CORN,ACRES PLANTED,2050000
2010,TEXAS,CORN,ACRES PLANTED,2300000
2009,TEXAS,CORN,ACRES PLANTED,2350000
2008,TEXAS,CORN,ACRES PLANTED,2300000
2007,TEXAS,CORN,ACRES PLANTED,2150000
2006,TEXAS,CORN,ACRES PLANTED,1760000
2005,TEXAS,CORN,ACRES PLANTED,2050000
2004,TEXAS,CORN,ACRES PLANTED,1830000
2003,TEXAS,CORN,ACRES PLANTED,1830000
2002,TEXAS,CORN,ACRES PLANTED,2050000
2001,TEXAS,CORN,ACRES PLANTED,1600000
2000,TEXAS,CORN,ACRES PLANTED,2100000
2015,UTAH,CORN,ACRES PLANTED,60000
2014,UTAH,CORN,ACRES PLANTED,75000
2013,UTAH,CORN,ACRES PLANTED,83000
2012,UTAH,CORN,ACRES PLANTED,92000
2011,UTAH,CORN,ACRES PLANTED,85000
2010,UTAH,CORN,ACRES PLANTED,70000
2009,UTAH,CORN,ACRES PLANTED,65000
2008,UTAH,CORN,ACRES PLANTED,70000
2007,UTAH,CORN,ACRES PLANTED,70000
2006,UTAH,CORN,ACRES PLANTED,65000
2005,UTAH,CORN,ACRES PLANTED,55000
2004,UTAH,CORN,ACRES PLANTED,55000
2003,UTAH,CORN,ACRES PLANTED,55000
2002,UTAH,CORN,ACRES PLANTED,57000
2001,UTAH,CORN,ACRES PLANTED,60000
2000,UTAH,CORN,ACRES PLANTED,64000
2015,VERMONT,CORN,ACRES PLANTED,92000
2014,VERMONT,CORN,ACRES PLANTED,92000
2013,VERMONT,CORN,ACRES PLANTED,92000
2012,VERMONT,CORN,ACRES PLANTED,91000
2011,VERMONT,CORN,ACRES PLANTED,90000
2010,VERMONT,CORN,ACRES PLANTED,92000
2009,VERMONT,CORN,ACRES PLANTED,91000
2008,VERMONT,CORN,ACRES PLANTED,94000
2007,VERMONT,CORN,ACRES PLANTED,92000
2006,VERMONT,CORN,ACRES PLANTED,85000
2005,VERMONT,CORN,ACRES PLANTED,95000
2004,VERMONT,CORN,ACRES PLANTED,95000
2003,VERMONT,CORN,ACRES PLANTED,100000
2002,VERMONT,CORN,ACRES PLANTED,95000
2001,VERMONT,CORN,ACRES PLANTED,90000
2000,VERMONT,CORN,ACRES PLANTED,90000
2015,VIRGINIA,CORN,ACRES PLANTED,450000
2014,VIRGINIA,CORN,ACRES PLANTED,500000
2013,VIRGINIA,CORN,ACRES PLANTED,510000
2012,VIRGINIA,CORN,ACRES PLANTED,510000
2011,VIRGINIA,CORN,ACRES PLANTED,490000
2010,VIRGINIA,CORN,ACRES PLANTED,490000
2009,VIRGINIA,CORN,ACRES PLANTED,480000
2008,VIRGINIA,CORN,ACRES PLANTED,470000
2007,VIRGINIA,CORN,ACRES PLANTED,540000
2006,VIRGINIA,CORN,ACRES PLANTED,480000
2005,VIRGINIA,CORN,ACRES PLANTED,490000
2004,VIRGINIA,CORN,ACRES PLANTED,500000
2003,VIRGINIA,CORN,ACRES PLANTED,470000
2002,VIRGINIA,CORN,ACRES PLANTED,500000
2001,VIRGINIA,CORN,ACRES PLANTED,470000
2000,VIRGINIA,CORN,ACRES PLANTED,470000
2015,WASHINGTON,CORN,ACRES PLANTED,170000
2014,WASHINGTON,CORN,ACRES PLANTED,215000
2013,WASHINGTON,CORN,ACRES PLANTED,190000
2012,WASHINGTON,CORN,ACRES PLANTED,195000
2011,WASHINGTON,CORN,ACRES PLANTED,195000
2010,WASHINGTON,CORN,ACRES PLANTED,200000
2009,WASHINGTON,CORN,ACRES PLANTED,170000
2008,WASHINGTON,CORN,ACRES PLANTED,165000
2007,WASHINGTON,CORN,ACRES PLANTED,195000
2006,WASHINGTON,CORN,ACRES PLANTED,140000
2005,WASHINGTON,CORN,ACRES PLANTED,150000
2004,WASHINGTON,CORN,ACRES PLANTED,170000
2003,WASHINGTON,CORN,ACRES PLANTED,130000
2002,WASHINGTON,CORN,ACRES PLANTED,130000
2001,WASHINGTON,CORN,ACRES PLANTED,115000
2000,WASHINGTON,CORN,ACRES PLANTED,155000
2015,WEST VIRGINIA,CORN,ACRES PLANTED,50000
2014,WEST VIRGINIA,CORN,ACRES PLANTED,51000
2013,WEST VIRGINIA,CORN,ACRES PLANTED,53000
2012,WEST VIRGINIA,CORN,ACRES PLANTED,51000
2011,WEST VIRGINIA,CORN,ACRES PLANTED,48000
2010,WEST VIRGINIA,CORN,ACRES PLANTED,48000
2009,WEST VIRGINIA,CORN,ACRES PLANTED,47000
2008,WEST VIRGINIA,CORN,ACRES PLANTED,43000
2007,WEST VIRGINIA,CORN,ACRES PLANTED,48000
2006,WEST VIRGINIA,CORN,ACRES PLANTED,45000
2005,WEST VIRGINIA,CORN,ACRES PLANTED,45000
2004,WEST VIRGINIA,CORN,ACRES PLANTED,48000
2003,WEST VIRGINIA,CORN,ACRES PLANTED,48000
2002,WEST VIRGINIA,CORN,ACRES PLANTED,50000
2001,WEST VIRGINIA,CORN,ACRES PLANTED,50000
2000,WEST VIRGINIA,CORN,ACRES PLANTED,55000
2015,WISCONSIN,CORN,ACRES PLANTED,4000000
2014,WISCONSIN,CORN,ACRES PLANTED,4000000
2013,WISCONSIN,CORN,ACRES PLANTED,4100000
2012,WISCONSIN,CORN,ACRES PLANTED,4350000
2011,WISCONSIN,CORN,ACRES PLANTED,4150000
2010,WISCONSIN,CORN,ACRES PLANTED,3900000
2009,WISCONSIN,CORN,ACRES PLANTED,3850000
2008,WISCONSIN,CORN,ACRES PLANTED,3800000
2007,WISCONSIN,CORN,ACRES PLANTED,4050000
2006,WISCONSIN,CORN,ACRES PLANTED,3650000
2005,WISCONSIN,CORN,ACRES PLANTED,3800000
2004,WISCONSIN,CORN,ACRES PLANTED,3600000
2003,WISCONSIN,CORN,ACRES PLANTED,3750000
2002,WISCONSIN,CORN,ACRES PLANTED,3650000
2001,WISCONSIN,CORN,ACRES PLANTED,3400000
2000,WISCONSIN,CORN,ACRES PLANTED,3500000
2015,WYOMING,CORN,ACRES PLANTED,85000
2014,WYOMING,CORN,ACRES PLANTED,90000
2013,WYOMING,CORN,ACRES PLANTED,100000
2012,WYOMING,CORN,ACRES PLANTED,105000
2011,WYOMING,CORN,ACRES PLANTED,105000
2010,WYOMING,CORN,ACRES PLANTED,90000
2009,WYOMING,CORN,ACRES PLANTED,90000
2008,WYOMING,CORN,ACRES PLANTED,95000
2007,WYOMING,CORN,ACRES PLANTED,95000
2006,WYOMING,CORN,ACRES PLANTED,85000
2005,WYOMING,CORN,ACRES PLANTED,80000
2004,WYOMING,CORN,ACRES PLANTED,90000
2003,WYOMING,CORN,ACRES PLANTED,85000
2002,WYOMING,CORN,ACRES PLANTED,80000
2001,WYOMING,CORN,ACRES PLANTED,90000
2000,WYOMING,CORN,ACRES PLANTED,90000
2015,ALABAMA,CORN,ACRES HARVESTED,9000
2014,ALABAMA,CORN,ACRES HARVESTED,9000
2013,ALABAMA,CORN,ACRES HARVESTED,9000
2012,ALABAMA,CORN,ACRES HARVESTED,7000
2011,ALABAMA,CORN,ACRES HARVESTED,5000
2010,ALABAMA,CORN,ACRES HARVESTED,9000
2009,ALABAMA,CORN,ACRES HARVESTED,9000
2008,ALABAMA,CORN,ACRES HARVESTED,10000
2007,ALABAMA,CORN,ACRES HARVESTED,10000
2006,ALABAMA,CORN,ACRES HARVESTED,10000
2005,ALABAMA,CORN,ACRES HARVESTED,15000
2004,ALABAMA,CORN,ACRES HARVESTED,10000
2003,ALABAMA,CORN,ACRES HARVESTED,20000
2002,ALABAMA,CORN,ACRES HARVESTED,15000
2001,ALABAMA,CORN,ACRES HARVESTED,25000
2000,ALABAMA,CORN,ACRES HARVESTED,25000
2015,ARIZONA,CORN,ACRES HARVESTED,35000
2014,ARIZONA,CORN,ACRES HARVESTED,46000
2013,ARIZONA,CORN,ACRES HARVESTED,33000
2012,ARIZONA,CORN,ACRES HARVESTED,38000
2011,ARIZONA,CORN,ACRES HARVESTED,25000
2010,ARIZONA,CORN,ACRES HARVESTED,23000
2009,ARIZONA,CORN,ACRES HARVESTED,30000
2008,ARIZONA,CORN,ACRES HARVESTED,35000
2007,ARIZONA,CORN,ACRES HARVESTED,33000
2006,ARIZONA,CORN,ACRES HARVESTED,31000
2005,ARIZONA,CORN,ACRES HARVESTED,27000
2004,ARIZONA,CORN,ACRES HARVESTED,25000
2003,ARIZONA,CORN,ACRES HARVESTED,24000
2002,ARIZONA,CORN,ACRES HARVESTED,31000
2001,ARIZONA,CORN,ACRES HARVESTED,26000
2000,ARIZONA,CORN,ACRES HARVESTED,22000
2015,ARKANSAS,CORN,ACRES HARVESTED,2000
2014,ARKANSAS,CORN,ACRES HARVESTED,2000
2013,ARKANSAS,CORN,ACRES HARVESTED,2000
2012,ARKANSAS,CORN,ACRES HARVESTED,3000
2011,ARKANSAS,CORN,ACRES HARVESTED,4000
2010,ARKANSAS,CORN,ACRES HARVESTED,4000
2009,ARKANSAS,CORN,ACRES HARVESTED,3000
2008,ARKANSAS,CORN,ACRES HARVESTED,4000
2007,ARKANSAS,CORN,ACRES HARVESTED,4000
2006,ARKANSAS,CORN,ACRES HARVESTED,4000
2005,ARKANSAS,CORN,ACRES HARVESTED,5000
2004,ARKANSAS,CORN,ACRES HARVESTED,5000
2003,ARKANSAS,CORN,ACRES HARVESTED,8000
2002,ARKANSAS,CORN,ACRES HARVESTED,5000
2001,ARKANSAS,CORN,ACRES HARVESTED,3000
2000,ARKANSAS,CORN,ACRES HARVESTED,4000
2015,CALIFORNIA,CORN,ACRES HARVESTED,365000
2014,CALIFORNIA,CORN,ACRES HARVESTED,420000
2013,CALIFORNIA,CORN,ACRES HARVESTED,415000
2012,CALIFORNIA,CORN,ACRES HARVESTED,455000
2011,CALIFORNIA,CORN,ACRES HARVESTED,475000
2010,CALIFORNIA,CORN,ACRES HARVESTED,425000
2009,CALIFORNIA,CORN,ACRES HARVESTED,385000
2008,CALIFORNIA,CORN,ACRES HARVESTED,495000
2007,CALIFORNIA,CORN,ACRES HARVESTED,455000
2006,CALIFORNIA,CORN,ACRES HARVESTED,405000
2005,CALIFORNIA,CORN,ACRES HARVESTED,425000
2004,CALIFORNIA,CORN,ACRES HARVESTED,385000
2003,CALIFORNIA,CORN,ACRES HARVESTED,385000
2002,CALIFORNIA,CORN,ACRES HARVESTED,390000
2001,CALIFORNIA,CORN,ACRES HARVESTED,315000
2000,CALIFORNIA,CORN,ACRES HARVESTED,330000
2015,COLORADO,CORN,ACRES HARVESTED,120000
2014,COLORADO,CORN,ACRES HARVESTED,110000
2013,COLORADO,CORN,ACRES HARVESTED,100000
2012,COLORADO,CORN,ACRES HARVESTED,160000
2011,COLORADO,CORN,ACRES HARVESTED,105000
2010,COLORADO,CORN,ACRES HARVESTED,100000
2009,COLORADO,CORN,ACRES HARVESTED,85000
2008,COLORADO,CORN,ACRES HARVESTED,120000
2007,COLORADO,CORN,ACRES HARVESTED,110000
2006,COLORADO,CORN,ACRES HARVESTED,90000
2005,COLORADO,CORN,ACRES HARVESTED,110000
2004,COLORADO,CORN,ACRES HARVESTED,110000
2003,COLORADO,CORN,ACRES HARVESTED,90000
2002,COLORADO,CORN,ACRES HARVESTED,150000
2001,COLORADO,CORN,ACRES HARVESTED,115000
2000,COLORADO,CORN,ACRES HARVESTED,110000
2015,CONNECTICUT,CORN,ACRES HARVESTED,21000
2014,CONNECTICUT,CORN,ACRES HARVESTED,22000
2013,CONNECTICUT,CORN,ACRES HARVESTED,23000
2012,CONNECTICUT,CORN,ACRES HARVESTED,22000
2011,CONNECTICUT,CORN,ACRES HARVESTED,22000
2010,CONNECTICUT,CORN,ACRES HARVESTED,22000
2009,CONNECTICUT,CORN,ACRES HARVESTED,22000
2008,CONNECTICUT,CORN,ACRES HARVESTED,23000
2007,CONNECTICUT,CORN,ACRES HARVESTED,24000
2006,CONNECTICUT,CORN,ACRES HARVESTED,26000
2005,CONNECTICUT,CORN,ACRES HARVESTED,26000
2004,CONNECTICUT,CORN,ACRES HARVESTED,27000
2003,CONNECTICUT,CORN,ACRES HARVESTED,28000
2002,CONNECTICUT,CORN,ACRES HARVESTED,29000
2001,CONNECTICUT,CORN,ACRES HARVESTED,30000
2000,CONNECTICUT,CORN,ACRES HARVESTED,33000
2015,DELAWARE,CORN,ACRES HARVESTED,4000
2014,DELAWARE,CORN,ACRES HARVESTED,5000
2013,DELAWARE,CORN,ACRES HARVESTED,5000
2012,DELAWARE,CORN,ACRES HARVESTED,5000
2011,DELAWARE,CORN,ACRES HARVESTED,6000
2010,DELAWARE,CORN,ACRES HARVESTED,5000
2009,DELAWARE,CORN,ACRES HARVESTED,5000
2008,DELAWARE,CORN,ACRES HARVESTED,6000
2007,DELAWARE,CORN,ACRES HARVESTED,7000
2006,DELAWARE,CORN,ACRES HARVESTED,8000
2005,DELAWARE,CORN,ACRES HARVESTED,5000
2004,DELAWARE,CORN,ACRES HARVESTED,6000
2003,DELAWARE,CORN,ACRES HARVESTED,5000
2002,DELAWARE,CORN,ACRES HARVESTED,10000
2001,DELAWARE,CORN,ACRES HARVESTED,7000
2000,DELAWARE,CORN,ACRES HARVESTED,9000
2015,FLORIDA,CORN,ACRES HARVESTED,25000
2014,FLORIDA,CORN,ACRES HARVESTED,30000
2013,FLORIDA,CORN,ACRES HARVESTED,35000
2012,FLORIDA,CORN,ACRES HARVESTED,33000
2011,FLORIDA,CORN,ACRES HARVESTED,32000
2010,FLORIDA,CORN,ACRES HARVESTED,30000
2009,FLORIDA,CORN,ACRES HARVESTED,30000
2008,FLORIDA,CORN,ACRES HARVESTED,30000
2007,FLORIDA,CORN,ACRES HARVESTED,30000
2006,FLORIDA,CORN,ACRES HARVESTED,27000
2005,FLORIDA,CORN,ACRES HARVESTED,28000
2004,FLORIDA,CORN,ACRES HARVESTED,33000
2003,FLORIDA,CORN,ACRES HARVESTED,28000
2002,FLORIDA,CORN,ACRES HARVESTED,31000
2001,FLORIDA,CORN,ACRES HARVESTED,33000
2000,FLORIDA,CORN,ACRES HARVESTED,48000
2015,GEORGIA,CORN,ACRES HARVESTED,40000
2014,GEORGIA,CORN,ACRES HARVESTED,35000
2013,GEORGIA,CORN,ACRES HARVESTED,35000
2012,GEORGIA,CORN,ACRES HARVESTED,30000
2011,GEORGIA,CORN,ACRES HARVESTED,50000
2010,GEORGIA,CORN,ACRES HARVESTED,45000
2009,GEORGIA,CORN,ACRES HARVESTED,30000
2008,GEORGIA,CORN,ACRES HARVESTED,45000
2007,GEORGIA,CORN,ACRES HARVESTED,40000
2006,GEORGIA,CORN,ACRES HARVESTED,40000
2005,GEORGIA,CORN,ACRES HARVESTED,35000
2004,GEORGIA,CORN,ACRES HARVESTED,45000
2003,GEORGIA,CORN,ACRES HARVESTED,45000
2002,GEORGIA,CORN,ACRES HARVESTED,40000
2001,GEORGIA,CORN,ACRES HARVESTED,40000
2000,GEORGIA,CORN,ACRES HARVESTED,45000
2015,IDAHO,CORN,ACRES HARVESTED,205000
2014,IDAHO,CORN,ACRES HARVESTED,235000
2013,IDAHO,CORN,ACRES HARVESTED,230000
2012,IDAHO,CORN,ACRES HARVESTED,220000
2011,IDAHO,CORN,ACRES HARVESTED,225000
2010,IDAHO,CORN,ACRES HARVESTED,205000
2009,IDAHO,CORN,ACRES HARVESTED,215000
2008,IDAHO,CORN,ACRES HARVESTED,215000
2007,IDAHO,CORN,ACRES HARVESTED,210000
2006,IDAHO,CORN,ACRES HARVESTED,200000
2005,IDAHO,CORN,ACRES HARVESTED,170000
2004,IDAHO,CORN,ACRES HARVESTED,150000
2003,IDAHO,CORN,ACRES HARVESTED,135000
2002,IDAHO,CORN,ACRES HARVESTED,140000
2001,IDAHO,CORN,ACRES HARVESTED,125000
2000,IDAHO,CORN,ACRES HARVESTED,135000
2015,ILLINOIS,CORN,ACRES HARVESTED,90000
2014,ILLINOIS,CORN,ACRES HARVESTED,80000
2013,ILLINOIS,CORN,ACRES HARVESTED,100000
2012,ILLINOIS,CORN,ACRES HARVESTED,220000
2011,ILLINOIS,CORN,ACRES HARVESTED,130000
2010,ILLINOIS,CORN,ACRES HARVESTED,110000
2009,ILLINOIS,CORN,ACRES HARVESTED,100000
2008,ILLINOIS,CORN,ACRES HARVESTED,100000
2007,ILLINOIS,CORN,ACRES HARVESTED,100000
2006,ILLINOIS,CORN,ACRES HARVESTED,105000
2005,ILLINOIS,CORN,ACRES HARVESTED,115000
2004,ILLINOIS,CORN,ACRES HARVESTED,110000
2003,ILLINOIS,CORN,ACRES HARVESTED,110000
2002,ILLINOIS,CORN,ACRES HARVESTED,115000
2001,ILLINOIS,CORN,ACRES HARVESTED,115000
2000,ILLINOIS,CORN,ACRES HARVESTED,115000
2015,INDIANA,CORN,ACRES HARVESTED,90000
2014,INDIANA,CORN,ACRES HARVESTED,100000
2013,INDIANA,CORN,ACRES HARVESTED,130000
2012,INDIANA,CORN,ACRES HARVESTED,170000
2011,INDIANA,CORN,ACRES HARVESTED,120000
2010,INDIANA,CORN,ACRES HARVESTED,130000
2009,INDIANA,CORN,ACRES HARVESTED,110000
2008,INDIANA,CORN,ACRES HARVESTED,110000
2007,INDIANA,CORN,ACRES HARVESTED,110000
2006,INDIANA,CORN,ACRES HARVESTED,100000
2005,INDIANA,CORN,ACRES HARVESTED,100000
2004,INDIANA,CORN,ACRES HARVESTED,140000
2003,INDIANA,CORN,ACRES HARVESTED,150000
2002,INDIANA,CORN,ACRES HARVESTED,140000
2001,INDIANA,CORN,ACRES HARVESTED,110000
2000,INDIANA,CORN,ACRES HARVESTED,130000
2015,IOWA,CORN,ACRES HARVESTED,340000
2014,IOWA,CORN,ACRES HARVESTED,310000
2013,IOWA,CORN,ACRES HARVESTED,390000
2012,IOWA,CORN,ACRES HARVESTED,375000
2011,IOWA,CORN,ACRES HARVESTED,200000
2010,IOWA,CORN,ACRES HARVESTED,240000
2009,IOWA,CORN,ACRES HARVESTED,220000
2008,IOWA,CORN,ACRES HARVESTED,200000
2007,IOWA,CORN,ACRES HARVESTED,250000
2006,IOWA,CORN,ACRES HARVESTED,220000
2005,IOWA,CORN,ACRES HARVESTED,230000
2004,IOWA,CORN,ACRES HARVESTED,230000
2003,IOWA,CORN,ACRES HARVESTED,330000
2002,IOWA,CORN,ACRES HARVESTED,270000
2001,IOWA,CORN,ACRES HARVESTED,230000
2000,IOWA,CORN,ACRES HARVESTED,250000
2015,KANSAS,CORN,ACRES HARVESTED,170000
2014,KANSAS,CORN,ACRES HARVESTED,150000
2013,KANSAS,CORN,ACRES HARVESTED,150000
2012,KANSAS,CORN,ACRES HARVESTED,400000
2011,KANSAS,CORN,ACRES HARVESTED,350000
2010,KANSAS,CORN,ACRES HARVESTED,140000
2009,KANSAS,CORN,ACRES HARVESTED,180000
2008,KANSAS,CORN,ACRES HARVESTED,170000
2007,KANSAS,CORN,ACRES HARVESTED,160000
2006,KANSAS,CORN,ACRES HARVESTED,300000
2005,KANSAS,CORN,ACRES HARVESTED,150000
2004,KANSAS,CORN,ACRES HARVESTED,170000
2003,KANSAS,CORN,ACRES HARVESTED,280000
